,country,H,H1,H12,H123,H1_2
928,CAF (An. coluzzii),0.6317460317460316,0.3858024691358026,0.4537037037037038,0.49074074074074087,0.03200000000000013
929,CAF (An. coluzzii),0.7285714285714284,0.29166666666666674,0.3209876543209877,0.3518518518518519,0.04497354497354516
930,CAF (An. coluzzii),0.7777777777777778,0.24382716049382716,0.3225308641975309,0.3842592592592593,0.08544303797468358
931,CAF (An. coluzzii),0.8031746031746032,0.2191358024691358,0.2932098765432099,0.3518518518518519,0.09859154929577471
932,CAF (An. coluzzii),0.8031746031746032,0.2191358024691358,0.2932098765432099,0.3518518518518519,0.09859154929577471
933,CAF (An. coluzzii),0.7777777777777778,0.24382716049382716,0.3225308641975309,0.3842592592592593,0.08544303797468358
934,CAF (An. coluzzii),0.7222222222222221,0.29783950617283955,0.3858024691358025,0.4537037037037038,0.06476683937823843
935,CAF (An. coluzzii),0.6333333333333333,0.38425925925925936,0.41820987654320996,0.4537037037037038,0.028112449799196904
936,CAF (An. coluzzii),0.6619047619047618,0.35648148148148157,0.4537037037037038,0.49074074074074087,0.04545454545454549
937,CAF (An. coluzzii),0.880952380952381,0.14351851851851852,0.2175925925925926,0.2916666666666667,0.22580645161290328
938,CAF (An. coluzzii),0.9539682539682539,0.07253086419753087,0.11574074074074076,0.14969135802469138,0.4787234042553192
939,CAF (An. coluzzii),0.9920634920634921,0.035493827160493825,0.04475308641975309,0.06018518518518519,0.8043478260869565
940,CAF (An. coluzzii),0.9952380952380951,0.03240740740740741,0.038580246913580245,0.05092592592592592,0.9047619047619048
941,CAF (An. coluzzii),0.9984126984126984,0.029320987654320986,0.032407407407407406,0.037037037037037035,0.8947368421052632
942,CAF (An. coluzzii),0.9952380952380951,0.03240740740740741,0.038580246913580245,0.05092592592592592,0.9047619047619048
943,CAF (An. coluzzii),0.9746031746031747,0.05246913580246915,0.07098765432098765,0.08333333333333333,0.4705882352941178
944,CAF (An. coluzzii),0.911111111111111,0.11419753086419755,0.14814814814814817,0.16820987654320993,0.18243243243243248
945,CAF (An. coluzzii),0.807936507936508,0.21450617283950615,0.2638888888888889,0.2916666666666667,0.07913669064748198
946,CAF (An. coluzzii),0.7809523809523811,0.24074074074074073,0.2932098765432099,0.3518518518518519,0.0737179487179487
947,CAF (An. coluzzii),0.5222222222222221,0.49228395061728397,0.5694444444444444,0.6111111111111112,0.02037617554858943
948,CAF (An. coluzzii),0.7206349206349206,0.2993827160493827,0.38734567901234573,0.455246913580247,0.06958762886597931
949,CAF (An. coluzzii),0.8015873015873016,0.22067901234567902,0.2947530864197531,0.35339506172839513,0.10489510489510498
950,CAF (An. coluzzii),0.7746031746031746,0.2469135802469136,0.32561728395061734,0.41820987654320996,0.09687500000000009
951,CAF (An. coluzzii),0.7222222222222221,0.29783950617283955,0.3858024691358025,0.4537037037037038,0.06476683937823843
952,CAF (An. coluzzii),0.7507936507936508,0.2700617283950617,0.35339506172839513,0.41820987654320996,0.0742857142857142
953,CAF (An. coluzzii),0.7682539682539683,0.25308641975308643,0.3842592592592593,0.41820987654320996,0.11890243902439032
954,CAF (An. coluzzii),0.8142857142857143,0.20833333333333337,0.3240740740740741,0.3858024691358025,0.1666666666666667
955,CAF (An. coluzzii),0.9587301587301588,0.06790123456790124,0.10030864197530864,0.13117283950617287,0.44318181818181823
956,CAF (An. coluzzii),0.9619047619047618,0.06481481481481483,0.08641975308641975,0.11419753086419754,0.41666666666666674
957,CAF (An. coluzzii),0.9714285714285714,0.055555555555555566,0.07407407407407407,0.09876543209876544,0.5000000000000001
958,CAF (An. coluzzii),0.9666666666666666,0.06018518518518519,0.08796296296296297,0.11574074074074076,0.5384615384615385
959,CAF (An. coluzzii),0.9396825396825396,0.08641975308641976,0.14814814814814814,0.16820987654320987,0.42857142857142866
960,CAF (An. coluzzii),0.8936507936507937,0.1311728395061728,0.16820987654320982,0.18981481481481477,0.1529411764705881
961,CAF (An. coluzzii),0.9238095238095239,0.10185185185185186,0.13271604938271608,0.16975308641975315,0.2424242424242424
962,CAF (An. coluzzii),0.9507936507936509,0.0756172839506173,0.10030864197530864,0.13117283950617287,0.34693877551020424
963,CAF (An. coluzzii),0.9873015873015871,0.04012345679012348,0.05246913580246913,0.07098765432098765,0.6923076923076925
964,CAF (An. coluzzii),0.9873015873015873,0.04012345679012347,0.05401234567901234,0.07253086419753085,0.8269230769230769
965,CAF (An. coluzzii),0.9746031746031747,0.05246913580246915,0.07561728395061729,0.10030864197530864,0.6323529411764707
966,CAF (An. coluzzii),0.9349206349206349,0.09104938271604941,0.15277777777777776,0.1929012345679012,0.457627118644068
967,CAF (An. coluzzii),0.9682539682539681,0.05864197530864197,0.08333333333333334,0.12037037037037035,0.7894736842105263
968,CAF (An. coluzzii),0.9634920634920635,0.06327160493827164,0.0941358024691358,0.13580246913580246,0.6951219512195123
969,CAF (An. coluzzii),0.9793650793650794,0.04783950617283951,0.061728395061728406,0.08024691358024691,0.8548387096774193
970,CAF (An. coluzzii),0.9841269841269841,0.04320987654320989,0.05246913580246913,0.06790123456790123,0.8392857142857143
971,CAF (An. coluzzii),0.9952380952380951,0.03240740740740741,0.038580246913580245,0.05092592592592592,0.9047619047619048
972,CAF (An. coluzzii),0.9984126984126984,0.029320987654320986,0.032407407407407406,0.037037037037037035,0.8947368421052632
973,CAF (An. coluzzii),0.9984126984126984,0.029320987654320986,0.032407407407407406,0.037037037037037035,0.8947368421052632
974,CAF (An. coluzzii),0.9968253968253967,0.030864197530864196,0.037037037037037035,0.043209876543209874,0.9
975,CAF (An. coluzzii),0.9984126984126984,0.029320987654320986,0.032407407407407406,0.037037037037037035,0.8947368421052632
976,CAF (An. coluzzii),0.9968253968253967,0.030864197530864196,0.037037037037037035,0.043209876543209874,0.9
977,CAF (An. coluzzii),0.9412698412698413,0.08487654320987655,0.14969135802469136,0.18981481481481477,0.5545454545454546
978,CAF (An. coluzzii),0.9206349206349206,0.1049382716049383,0.191358024691358,0.23765432098765432,0.5294117647058825
979,CAF (An. coluzzii),0.9365079365079365,0.08950617283950621,0.15123456790123457,0.191358024691358,0.44827586206896575
980,CAF (An. gambiae),0.7614678899082569,0.24545454545454545,0.35719008264462815,0.4109090909090909,0.0895622895622896
981,CAF (An. gambiae),0.7532944120100084,0.2535537190082645,0.3674380165289256,0.41107438016528924,0.08441981747066508
982,CAF (An. gambiae),0.757464553794829,0.2494214876033058,0.2940495867768595,0.3233057851239669,0.033797216699801215
983,CAF (An. gambiae),0.8351959966638866,0.1723966942148761,0.22330578512396693,0.2654545454545454,0.0719079578139983
984,CAF (An. gambiae),0.8954128440366972,0.11272727272727273,0.19983471074380166,0.2474380165289256,0.2954545454545455
985,CAF (An. gambiae),0.916930775646372,0.09140495867768597,0.16280991735537187,0.1983471074380165,0.3408679927667271
986,CAF (An. gambiae),0.9064220183486238,0.10181818181818182,0.17619834710743798,0.2133884297520661,0.2694805194805196
987,CAF (An. gambiae),0.8785654712260217,0.1294214876033058,0.20677685950413222,0.23917355371900828,0.17241379310344832
988,CAF (An. gambiae),0.8748957464553795,0.13305785123966943,0.22231404958677684,0.24760330578512396,0.19503105590062111
989,CAF (An. gambiae),0.7899916597164304,0.2171900826446281,0.2585123966942149,0.3039669421487603,0.04870624048706254
